Date,Time,Location,Operator,Flight,Route,ACType,Registration,cn/ln,Aboard,AboardPassangers,AboardCrew,Fatalities,FatalitiesPassangers,FatalitiesCrew,Ground,Summary
1/25/2001,18:15,"CiudadBolivar,Venezuela",RutacaAirlines,224,Canaina-CiudadBolivar-PorLaMar,DouglasDC-3C(C47A-DL),YV-224C,19055,24,20,4,24,20,4,0,TheplanecaughtfireshortlyaftertakingofffromCiudadBolivarwhereithadmadearefuelingstop.Thepilotwasunabletotellthetowerwhatwaswrongbeforerollinginvertedandcrashingintoaneighborhoodsouthofthecity.
2/27/2001,17:30,"NearGrantonHarbour,Scotland",Loganair,670,Edinburgh-Belfast,Shorts360-100,G-BNMT,SH3723,2,0,2,2,0,2,0,DoubleenginefailureontakeoffcausethecargoplanetoditchinFirthoftheForthestuary.Icing.
03-03-2001,14:48,"Bangkok,Thailand",ThaiAirways,114,Bangkok-ChiangMai.,BoeingB-737-4D7,HS-TDC,25321/2113,5,0,5,1,0,1,0,"Theaircraftexplodedandcaughtfire35minutesbeforeitsscheduledtakeoff.Fivemembersofthecabincrewweretheonlypeopleaboardtheplaneatthetime.Witnessessaidtheyheardanexplosionbeforeflameseruptedaboardtheaircraft.NTSBinvestigatorsreportedthatthecenterfueltankexplodedfollowedbytherighttank18minuteslater.Thecausefortheexplosionwasunclear.Thecenterfueltankislocatednearairconditioningpackswhichgenerateheat,andwererunningnonstoppriortotheexplosion."
3/24/2001,16:30,"Gustavia,St.Barth??y,FrenchWestIndies",AirCaraibes,1501,St.Maarten-St.Barth??y,deHavillandCanadaDHC-6TwinOtter,F-OGES,254,19,17,2,19,17,2,1,TheaircrafttookofffromPrinsesJulianaAirportatSt.Maartenfora15minuteflighttoSt.JeanAirportatSt.Barth??y.WhileattemptingtolandatSt.Barth??ytheplaneveeredsharplytotheleftandplungedstraightdowncrashingintoahouseandburstingintoflames.Weatherwasgoodatthetimeoftheaccident.
07-04-2001,2:08,"NearIrkutsk,Russia",Vladivostokavia,352,Yekaterinburg-Irkutsk-Vladivostok,TupolevTU-154M,RA-85845,86A-735,145,136,9,145,136,9,0,"TheplanecrashedandexplodedinflamesinSiberianwoodlandsnearthevillageofBurdakovka,about21milesfromIrkutsk.TheaircraftcrashedduringthethirdturninalandingapproachtoIrkutsk,anintermediatestopforrefueling.Thefirstofficerwasflyingtheplane,whenat2,600ft.,anaudiblealarmsoundedindicatingawideangleofattack.Elevensecondslatertheaircraftswungaround180degreesandenteredaflatspin.Thecaptainorderedtheenginesatfullthrottlebutitwastoolateand22secondslatertheplanehittheground,bellyfirst,brokeupandburned.Incorrectactionsofthecrew.Duetopoorcommunicationbetweenpilots,theyputinthewrongparameterswhilelandingcausingtheplanetodescendatthewrongangle.Asaresult,theplanestalledandenteredaspinandcrashed."
8/24/2001,18:46,"Lajes,Terceira,Azores",AirTransat,236,Toronto-Lisbon,AirbusA-330-243,C-GITS,271,304,291,13,0,0,0,0,"ThecrewreportedthattheyhadalossoffuelandweregoingtohavetodiverttoLajesAFB.Shortlythereafter,theysaidthattheyonlyhadfiveminutesoffuelandprobablywouldnotreachLajes.TheAirbus330,withoutenginepower,glidedforalmost20minutes,descendingfromformorethan30,000ft.beforelandingsafelyatLajesAirport.Severaltiresblewoutcausingafirewhichwasquicklyextinguishedbyemergencycrews.Elevenpassengerswereslightlyinjured.Theleakwascausedbyadamagedfuelfeedpipethatwascausedbyinterferencefromtheafthydraulicpump.MechanicsdidnotcompletelyfollowaRolls-Royceservicebulletin.Inaddition,softwaremistakenlyidentifiedthefuelleakasafuelimbalance,promptingthecrewtoresponderroneouslytothesituation.Theofficialreportstatedthecausewasthepilotsrespondedincorrectlytothefuelleak.Thepilotsactedfrommemoryratherthanutilizingachecklist,sotheyneversawa""Caution""noteintheFuelImbalancechecklistthatmighthavecausedthemtoconsiderthattherealproblemwasnotanimbalancebutafuelleak."
8/29/2001,10:15,"NearMalaga,Spain",BinterMediterr?neo,8261,Melilla-M?laga,CASACN-235-200,EC-FBC,C033,47,44,3,4,3,1,0,"Theaircraftcrash-landedonahighwaynearRuizPicassoAirportinM?laga.Whileonfinalapproach,thepilotreportedfailureoftheplane'sleftengineforcingthecrewtomakeanemergencylanding.Theplanecrashed1,300ft.shortoftherunway.Thepilotlaterdiedofhisinjuries."
09-11-2001,9:45,"Arlington,Virginia.",AmericanAirlines,77,WashingtonD.C.-LosAngeles,BoeingB-757-223,N644AA,24602/365,64,58,6,64,58,6,125,TheaircraftwashijackedaftertakingofffromDullesInternationalAirport.ThehijackerstookcontroloftheaircraftanddeliberatelycrasheditintothePentagon.Itwasoneoffourplanesthatwerehijackedthesameday.
09-11-2001,8:47,"NewYorkCity,NewYork",AmericanAirlines,11,Boston-LosAngeles,Boeing767-223ER,N334AA,22332/169,92,81,11,92,81,11,2750,"TheaircraftwashijackedshortlyafteritleftLoganInternationalAirportinBoston.ThehijackerstookcontroloftheaircraftanddeliberatelycrasheditintothenorthtoweroftheWorldTradeCenterbetweenthe94thand99thfloorsatapproximately450mph.After102minutes,thebuildingcollapsed.Itwasoneoffourplanesthatwerehijackedthesameday."
09-11-2001,9:03,"NewYorkCity,NewYork",UnitedAirLines,175,Boston-LosAngeles,BoeingB-767-222,N612UA,21873/41,65,56,9,65,56,9,2750,"TheaircraftwashijackedshortlyafteritleftLoganInternationalAirportinBoston.ThehijackerstookcontroloftheaircraftanddeliberatelycrasheditintothesouthtoweroftheWorldTradeCenterbetweenthe78thand84thfloorsatapproximately550mph.After56minutes,thebuildingcollapsed.Itwasoneoffourplanesthatwerehijackedthesameday."
09-11-2001,10:03,"Shanksville,Pennsylvania",UnitedAirLines,93,Newark-SanFrancisco,BoeingB-757-222,N591UA,28142/718,44,37,7,44,37,7,0,TheaircraftwashijackedaftertakingofffromNewarkInternationalAirport.ThehijackerstookcontroloftheaircraftandturnedtheplanetowardsWashingtonD.C.AstruggleensuedbetweenthepassengersandhijackersafterwhichtheplanecrashedatahighrateofspeedintoafieldinthePennsylvaniacountryside.Itwasoneoffourplanesthatwerehijackedthesameday.
9/18/2001,7:30,"GuatemalaCity,Guatemala",AtlanticAirlines,870,"GuatemalaCity-SanPedroSula,Honduras",LET410UVP-E,TG-CPE,861705,13,11,2,9,8,1,0,TheaircraftwastakingofffromGuatemala'sAuroraAirportwhenitlostpowerinoneofit'senginesandcrashedtotheground.
10-04-2001,13:44,"110milesSWofSochi,Russia",SibirAirlines,1812,"TelAviv-Novosibirsk,Russia",TupolevTu-154M,RA-85693,90A-866,78,66,12,78,66,12,0,"Theaircraftexplodedinmid-airat36,000ft.whileenrouteovertheBlackSea.Theplanethennose-divedcrashingintothewater.TheairlinerwasbroughtdownaccidentallybyaUkrainiansurface-to-airmissile,firedduringmilitaryexercises."
10-08-2001,8:10,"Milan,Italy",ScandinavianAirlines(SAS)/Private,686/-,Milan-Copenhagen/Milan-Paris,MD-87/Cessna525ACitationII,SE-DMA/D-IEVX,53009/525A-0036,114,106,8,114,106,8,4,"TheMD-87aircraftwastakingofffromLinateAirportinfogandpoorvisibilitywhenitstruckaGermanCessnaCitationIIbusinessjet.TheMD-87rotatedfortakeoffanddidmakeitintotheairfor9seconds,butwastoodamagedtosustainflight.Theplanethenswervedofftherunwayandcollidedwiththeairport'sbaggagehandlingbuilding,burstingintoflames.TheCessna,whichwasabouttotakeoffforParis,enteredtheactiverunwaybymistake,afterhavingbeentoldbythetowertoenteradifferenttaxiwayandholdshortoftherunway.Onehundredfourpassengersand6crewontheMD-87and2passengersand2crewontheCitationwerekilledalongwith4ontheground.TheMD-87wasnamedLageViking.Causedlargelybyhumanerrorandpoorlyfollowedsafetyproceduresandimproperterminologyusedbythetower.Communicationbetweentheaircraftandthetowerhadbeen""inEnglishandItalian,""asopposedtoaviationstandardsthatonlyEnglishbespoken.Inaddition,despitethepoorvisibilityandinadequatelymarkedairportlandmarks,thecontroltoweroperatorsfailedtoasktheCessnatoreadbackhisinstructionstomakesuretheywereunderstood.Therewasnogroundradar,runwaymotionsensorswereturnedoffandittook20minutesbeforeanyonerealizedthetwoplaneshadcollided."
10-10-2001,10:42,"OffValencia,Spain",Flightline,101,"Barcelona-Oran,Algeria",SwearingenSA-226ATMerlinIV,EC-GDV,AT-043,10,8,2,10,8,2,0,"Theplanewasen-routefromBarcelona,SpaintoOran,Algeria,80milesoffthecoastofValencia,SpainwhenitinformedValenciaATCitwasgoingtochangecourseinordertoavoidbadweather.Therewasnofurthercontactwiththeaircraft.Debriswassightedtwodayslateronthewater.Electricalpowerwaspresumablylostfollowingalightningstrike.Controlwaslostandtheairplanecrashedintothesea."
10-10-2001,9:26,"Dillingham,Alaska",PenAir,350,Dillingham-KingSalmon,Cessna208Caravan,N9530F,20800088,10,9,1,10,9,1,0,"ShortlyaftertakingofffromDillingham,theaircraft'swingdipped,thenosepitchedup,theplanebecameinvertedandcrashedtotheground.Theweatherwasclearandwindyatthetimeoftheaccident.Anin-flightlossofcontrolresultingfromuppersurfaceicecontaminationthatthepilot-in-commandfailedtodetectduringhispreflightinspectionoftheairplane.ContributingtotheaccidentwasthelackofapreflightinspectionrequirementforCE-208pilotstoexamineatcloserangetheuppersurfaceofthewingforicecontaminationwhengroundicingconditionsexist."
11-12-2001,9:16,"BelleHarbor,Queens,NewYork",AmericanAirlines,587,"NewYorkCity-SantoDomingo,DominicanRep.",AirbusA-300-605R,N14053,420,260,251,9,260,251,9,5,"Threeminutesaftertakingoffandwhileinaclimbingleftturn,at2,800ft.,partsoftheplane,includingtheverticalstabilizerandrudder,fellfromtheaircraft.Thecrewsoonlostcontroloftheplanewhichnosedivedandcrashedintoaresidentialneighborhood.Afterflyingintothewaketurbulenceoftwoaircraftabouttwominutesintotheflight,investigatorsbelieveaseriesofquickrudderswingsbythecopilotwhippedthetailsoseverelythatthefinbrokeoff.TheNationalTransportationSafetyBoardhasfoundthatpiloterrorwastheprobablecause.SharplycriticizingAmericanAirlinesAdvancedAircraftManeuveringProgram,theBoardsaidthatAmericanAirlines'pilottrainingincludedasimulatorexercisewhichcouldhavecausedthefirstofficertohaveanunrealisticandexaggeratedviewoftheeffectsofwaketurbulence,erroneouslyassociatewaketurbulenceencounterswiththeneedforaggressiverollupsetrecoverytechniquesanddevelopcontrolstrategiesthatwouldproduceamuchdifferent--andpotentiallysurprisingandconfusing--responseifperformedduringflight.Inaddition,becauseofitshighsensitivity,theAirbusA-300-600ruddercontrolsystemissusceptibletopotentiallyhazardousrudderpedalinputsathigherairspeed."
11/19/2001,18:19,"Kalyazin,Russia",Charter-IRSAero,LDF-9601/02,Khatanga-Moscow,Ilyushin18V,RA-75840,182005301,27,18,9,27,18,9,0,Residentsheardaloudnoiseandsawflamesinthenightskyastheaircraftclippedtreetopsandsummerhomesbeforecrashingintoasnowyforest.Wreckagewasspreadovera1.5milearea.Seriousmaintenanceviolationsandoperationalprocedureswerediscoveredduringtheinvestigationoftheaccident.
11/24/2001,22:07,"Birchwil,Switzerland",Crossair,3597,Berlin-Zurich,BAEAvroRJ100,HB-IXM,E-3291,33,28,5,24,21,3,0,"Theaircraftwasflyingthroughamixofrainandsnowonfinalapproach,whenitcrashedinawoodedarea,5.5milesfromZurichAirportwhereitwasscheduledtolandonRunway28.At22.03theaircraftwasdescendingto4000ft.onfinalapproach.At22.05thecaptainreportedreachingtheminimumdescentaltitudeandstatedhecouldseetheground.Shortlyafter,theradioaltimeterreported500ft.agl,followedbya""minimum""warning.Ago-aroundwasordered,butitwastoolateandtheaircraftstrucktreesandcrashed.Americanpopsinger,MelanieThornton,34,killed.MariaSeranoSeranoandNathalyvanhetEndeboth27,andmembersofthepop-musictrio,PassionFruit,alsokilled.Thepilothadbeenworkingmorethan13hourswhentheaccidenttookplaceandhadalsoexceededmaximumdutyseveraltimesinthedaysprecedingthecrash.Acontrolledflightintoterraincausedbythecaptaindeliberatelydescendingbelowtheminimumdescentaltitudewithouthavingtherequiredvisualcontactwitheithertheapproachlightsortherunwayandthecopilotmakingnoattempttopreventthecontinuationoftheflightbelowtheminimumdescentaltitude.Thereportrevealedthatthepilothadfailedtoperformcorrectnavigationandlandingproceduresbefore,butnoactionhadbeentakenbytheairline.TherangeofhillstheplanecrashedintowasnotmarkedintheJeppesenapproachchartusedbythecrew,despitethehillyterraintheapproachtorunway28wasnotequippedwithaminimumsafealtitudewarning(MSAW)system,whichtriggersanalarmifaminimumsafealtitudeisviolated,andtheairport'smeansofdeterminingvisibilitywereinadequateforrunway28andthevisualminimumsatthetimeoftheaccidentwereactuallyinappropriateforusingthestandardapproachtorunway28."
1/14/2002,7:28,"Bilbao,Spain",IbertransA?ea,1278,Madrid-Bilbao,EmbraerEMB-120Brasilia,EC-GTJ,120-024,3,0,3,3,0,3,0,"Whiledescending,thecargoplanestruckMountSantaMariaVieja,35kmfromtheairportinfogandpoorvisibility."
1/16/2002,16:29,"NearSolo,Indonesia",GarudaIndonesiaAirlines,421,Mataram-Yogyakarta-Jakarta,BoeingB-737-3Q8,PK-GWA,24403/1706,62,54,8,1,0,1,0,"TheaircraftsufferedaflameoutofbothenginesintorrentialrainswhileonapproachtoYogyakarta.ThecrewmadeanemergencylandingintheBengawanSoloRiver,inshallowwater.Theplanecircledseveraltimesbeforedivinginasteepcoursetowardstheriver.Theplane'sleftwingstruckariverbankbeforeitplungedintothewater.Thereasonthecrewflewintoextremeweatherwastheheavyrainandhailwasshadowedontheradarandblockedfromradarview.Inaddition,theairplanehadapartiallyfailedbatterywhichwasexhaustedbytwoattemptstorestarttheengines,producingatotalelectricalfailure.Aflightattendantdrownedintheshallowwaterwhenshejumpedfromtheplane."
1/28/2002,11:00,"NearIpiales,Colombia",TAME,120,Quito-Tulc?n-Cali,BoeingB-727-134,HC-BLF,19692/498,92,83,9,92,83,9,0,"Theairlinercrashedintothefogbound15,721ft.NevadodeCumbalvolcano,intheAndesmountains,neartheEcuador/Colombianborder.AirtrafficcontrollostcontactwiththeplaneasitcircledintoColombianterritorytomaneuveraroundsnowcappedmountainpeaksandreturntotheEcuadorianbordercityofTulc?n.Thepilot'sdecisiontoinitiateandcontinuetheflighttowardsTulc?nAirportwhilebelowminimummeteorologicalconditionsestablishedinthecompany'sstandardoperatingprocedure.InadequatenavigationandoperationoftheaircraftbythepilotincommandconsistentwithenteringtheholdingpatternattheTulc?nNDBwithavelocityof230knotsindicatedandwithabankangleof15degrees,exceedingthemaximumlimitof180knotsstipulatedthroughouttheprocedure,andusingabankangleinferiortotherecommended25to30degrees,therebydepartingholdingpatternobstacleprotection,leadingtoacollisionagainsttheCumbalVolcano."
02-12-2002,7:50,"NearKhorramabed,Iran",IranAirTours,956,Tehran-Khorramabed,TupolevTU-154,EP-MBS,91A-871,117,108,9,117,108,9,0,CrashedagainstthesideofamountaininheavyfogintheSefidKouhmountainrangewhileonapproachtoKhorramabad.Theplanewastotallydestroyedandscatteredinsmallpiecesacrossthemountain.Piloterror.
03-09-2002,13:40,"MonteRotondo,Italy",SvedijosPrek?,2801,"Budapest,Hungary-Tunis,Tunisia",Antonov2TP,LY-AVD,1G137-53,3,1,2,3,1,2,0,"Whileenroutethecargoplaneimpactedthesideofamountainatanaltitudeof6,167ft.Piloterror.ThecrewdidnotconformtotheVFRthatrequiredatrackchangetomaintaintherequiredflightparametersand/oradiversiontoasuitablealternateairport."
04-12-2002,4:07,"PalmadeMallorca,Spain",Tadair,306,Madrid-PalmadeMallorca,SwearingenSA.227ACMetroIII,EC-GKR,AC-620,2,0,2,2,0,2,0,ThecargoplanecrashedintolightsneartherunwaythresholdwhileattemptingtolandonRunway24L.
4/15/2002,11:23,"Busan,SouthKorea",AirChina,129,Beijing-Busan,BoeingB-767-200ER,B-2552,23308/127,166,155,11,128,120,8,0,"Theaircraftcrashedontoamountain,infog,windandrainwhileattemptingtolandatKimhaeAirport.Astrongsoutherlywindrequiredtheaircrafttomakeaturnandapproachtherunwayfromthenorth.TheaircraftcrashednearthepeakofMt.Mulbong,approximately3milenorthoftherunway.Theplanebouncedthreetimesbeforehittingthegroundandexploding.Morethan1,000treeswereuprootedbytheimpact.Theplanewasoffcoursewhenthecrewturnedonfinal.Theflightcrewperformedthecirclingapproach,notbeingawareoftheweatherminimaofwide-bodyaircraft(B767-200)forlanding,andintheapproachbriefing,didnotincludethemissedapproach,etc.,amongtheitemsspecifiedinAirChina??soperationsandtrainingmanuals.Theflightcrewexercisedpoorcrewresourcemanagementandlostsituationalawarenessduringthecirclingapproachtorunway18R,whichledthemtoflyoutsideofthecirclingapproacharea,delayingthebaseturn,contrarytothecaptain??sintentiontomakeatimelybaseturn.Theflightcrewdidnotexecuteamissedapproachwhentheylostsightoftherunwayduringthecirclingapproachtorunway18R,whichledthemtostrikehighterrain(mountain)neartheairport.Whenthefirstofficeradvisedthecaptaintoascendagainforlanding,about5secondsbeforeimpact,thecaptaindidnotreact,nordidthefirstofficerinitiatethemissedapproachhimself."
05-04-2002,13:30,"Kano,Nigeria",EASAirlines(ExecutiveAirlineServices),4226,Abuja-Jos-Kano-Lagos,BACOne-Eleven525FT,5N-ESF,266,77,69,8,74,67,7,78,"Theaircraftcrashedintohouses,twomosquesandaschoolinthedenselypopulatedneighborhoodofGwammaja,approximately1.2milesfromKanoInternationalAirport,shortlyaftertakingoff.Therewerereportsofanenginefailureandfireduringthetakeoff.Priortothefatalcrash,theaircraftinvolvedintheincidenthadbeengroundedontwopreviousoccasionstoperformenginemaintenance."
05-07-2002,15:17,"NearTunis,Tunisia",EgyptAir,843,Cairo-Tunis,BoeingB-737-566,SU-GBI,25307/2135,62,56,6,14,11,3,0,"Thejetairlinercrashedintoahillside,4milesfromtheTunis-Carthageairport,asthepilotattemptedtomakealanding.Theplane'slandinggearhadfailedtoopenduringtheapproachintoTunis-Carthageairportandthepilothadmadeanothercircuitbeforeattemptingafreshlandingwhentheplanecrashedinheavyrainandhighwinds.Theaccidentwasattributedtotheroughweatherconditionsandthepilot'sinabilitytodealwiththesituation."
05-07-2002,21:32,"OffDalian,China",ChinaNorthernAirlines,6136,Beijing-Dalian,McDonnellDouglasMD-82,B-2138,49522/17023,112,103,9,112,103,9,0,"TheMD-82crashedintotheDalianBay,12mileseastofDalianairport.Thepilotreportedafireaboardtheaircraftandthecabinlightswereoutpriortotheplaneimpactingthewater.Theaccidentwascausedbyanactofsabotagebyapassengerwholitafireusinggasolineinthecabin.Hehadboughtmultipleinsurancepoliciesbeforeboardingtheflight."
5/25/2002,15:29,"OffPenghuIsland,Taiwan",ChinaAirlines(Taiwan),611,Taipei-HongKong,BoeingB-747-209B,B-18255,21843/386,225,206,19,225,206,19,0,"Theflightcrashedintothesea,31milesNEofthePenghu(Pescadore)IslandsintheTaiwanStrait.Theplanedisappearedfromradarwhileflyingat35,000ft.approximately20minutesaftertakingofffromChiangKaiShekAirport.Therewasnodistresscallandtheweatherwasgoodatthetime.Militaryradarrevealedtheaircraftdisintegratedinmidair,breakingintofourpieces.Only175of225bodieswererecovered.Thecarrierfailedtoconductapreventiveanti-rustoperationinatimelymannereveryfouryears.Damagefroma1980tailstrikewasnotproperlyrepairedandfatiguecracksformed,whicheventuallyledtoastructuralfailure."
07-01-2002,23:36,"Uberlingen,Germany",BashkirianAirlines/DHLWorldwideExpress,2937/611,Moscow-Munich-Barcelona/Bahrain/Brussels,TupolevTU-154M/BoeingB-757-23APF,RA85816/A9C-DHL,1006/24635/258,71,57,14,71,57,14,0,"TheairlinerandcargoplanecollidedoversouthernGermanyat35,400ft.Debriswasspreadacrossa20mileradius.Fifty-twochildrenonabeachholidaywereamongthe69aboardtheTupolev.TheTupolevpilotreceivedcontradictoryinstructions.Thecollisionavoidancewarningsystem(TCAS)toldthepilottoascendfollowedbyanorderfromtheSwissairtrafficcontrollertodescendonesecondlater.TheRussianplanedidnotimmediatelyrespondtothetower'sordertodescend,soherepeatedthecommand14secondslater.Thirtysecondslaterthetwoplanescollided.TheTupolev'sTCASwastellingthepilotstoascend.TheBoeing'sTCASwastellingthepilotstodescend.TheSwissairtrafficcontrollerwastellingtheTupolev'spilotstodescend.TheairtrafficcontrollerthatguidedtheplaneshadnowayofknowingtheRussianpilotwasreceivingcontradictoryinstructionfromhiscockpitTCASunlesstoldsobythepilot.Russianaviationofficialssaidthepilotcorrectlygaveprecedencetothecontroltower,butWesternaviationexpertssaidpilotsaretrainedtogiveprecedencetothecockpitwarning.Inaddition,thecontrollerwasleftaloneondutywhilehispartnerwentonabreakandwaspreoccupiedwithanotheraircraft.ThiswasacceptedpolicyatSkyguide,theSwissaircontrolcompany.Inaddition,maintenancecrews,workingonthecomputersystem,limitedthecontroller'sinformationhewasreceivingincludingconflictalertwarnings.Sadly,one-and-a-halfyearslater,thecontroller,PeterNielsen,wasstabbedtodeathbyaRussianmanwhohadlosthiswifeandtwochildrenintheaccident."
8/29/2002,11:58,"NearAyan,Russia",VostokAviakompania,HH-359,Khabarovsk-Ayan,AntonovAN-28,RA-28932,1A-J008-19,16,14,2,16,14,2,0,ThetwinpropplanecrashedintoacliffindensefogasitpreparedtolandatAyan.ATClostcontactwiththeaircraft12minutesbeforeitwasscheduledtoland.Thecrewmadefourattemptstolandbeforedisappearingoffradar.Crewerror.
11-06-2002,10:10,"NearNiederanven,Luxembourg",Luxair,9642/2420,"Berlin,Germany-Luxembourg",Fokker50,LX-LGB,20221,22,19,3,20,18,2,0,"Theplanecrashed6milesshortoftherunwayatFindelAirportwhileattemptingtolandinheavyfog.Crewerrorcausedbyabortinga""go-around""afterbeinginformedbytowerofanincreaseinvisibility.Aseriesofnon-standardactionsresultedinseverelossofairspeed,duetothepropellerbladesbeingaccidentallyswitchedintoreverseposition,andsubsequentimpactshortoftherunway.ContributingtotheaccidentwereerrorsconcerningtheimplementationofasecurityrecommendationwhichhadbeenmadebythemanufacturertoFokker50operators.AlsothiswarningwasnotadequatelycommunicatedtotheflightcrewsofLuxair."
11-11-2002,6:09,"Manila,Philippines",LaoagInternationalAirlines,585,Manila-Laoag,FokkerF27Friendship100,RP-C6888,10571,34,29,5,19,18,1,0,TheplaneexperiencedfailureoftheleftengineshortlyaftertakingofffromNinoyAquinoairport.ThepilotdeclaredandemergencyandtheaircraftditchedintoManilaBayandbreakingupaboutone-halfmileoffshore.Fuelstarvation.Failureofthepilotandco-pilottocheckthefuelvalveandfailuretoobservesafetystandardsandmeasures.Poormanagementandmaintenanceprocedures.
12/17/2002,22:51,"Rockford,Illinois",Planemasters,1627,Decatur-Rockford,Cessna208BCaravanISuperCargomaster,N277PM,208B-0143,1,0,1,1,0,1,0,"Whileattemptingtoland,thecargoplanestrucktreesandcrashedintoafield.Thepilot'sfailuretomaintaincontroloftheairplaneduringtheILSapproach.Factorsassociatedwiththeaccidentwerethelowceilings,highwinds,crosswind,andwindshearconditionsthatexisted."
12/21/2002,1:52,"OffPachaoTao,Taiwan",TransasiaAirways,791,Taipei-Macau,A?ospatiale/AeritaliaATR-72-202,B-22708,322,2,0,2,2,0,2,0,Whileenroutethestallwarningsoundedandthestickshakeractivated.Thecrewofthecargoplanedisconnectedtheautopilotandtriedtogaincontroloftheplane.TheplanebegantodescendfromFL170untilitimpactedtheocean.
12/23/2002,19:30,"NearIsfanan,Iran",Aeromist-Kharkiv,2137,"Kharkiv,Ukraine-Trabzon,Turkey-Isfanan,Iran",AntonovAN-140,UR-14003,204,44,38,6,44,38,6,0,"WhiledescendingtolandatIsfanan,theUkrainianpassengerplanecrashedinamountainousarea70kmfromIsfananafterlosingcontactwithgroundcontrollers.ImproperuseoftheGlobalPositioningSystembythepilot.Thepassengerswereaerospacescientistsandexecutives."
01-08-2003,8:53,"Charlotte,NorthCarolina",USAirExpress/AirMidwest,5481,"Charlotte,NC-Greer,SC",BeechBE-1900D,N233YV,UE-233,21,19,2,21,19,2,0,"ThecommuterplanewasnotabletomaintainaltitudeaftertakingofffromCharlotte-DouglasInternationalAirportandcrashedintothesideofahangerandburstintoflames.Theweatherwasclear,coldandwindy,withgreaterthan10milesvisibilityatthetimeoftheaccident.Theairplane'slossofpitchcontrolduringtakeoffwastheresultofincorrectriggingoftheelevatorcontrolsystemcompoundedbytheairplane'scenterofgravity,whichwassubstantiallyaftofthecertifiedaftlimit.Contributingtothecauseoftheaccidentwas:(1)AirMidwest'slackofoversightoftheworkbeingperformedattheHuntington,WestVirginia,maintenancestation,(2)AirMidwest'smaintenanceproceduresanddocumentation,(3)AirMidwest'sweightandbalanceprogramatthetimeoftheaccident,(4)theRaytheonAerospacequalityassuranceinspector'sfailuretodetecttheincorrectriggingoftheelevatorsystem,(5)theFAA'saverageweightassumptionsinitsweightandbalanceprogramguidanceatthetimeoftheaccidentand(6)theFAA'slackofoversightofAirMidwest'smaintenanceprogramanditsweightandbalanceprogram."
01-08-2003,20:28,"Diyarbakir,Turkey",TurkishAirlines(THY),634,Istanbul-Ankara-Diyarbakir,BAeAvroRJ-100,TC-THG,E-3241,80,75,5,75,71,4,0,"Theaircraftcrashedandbroke-up130feetshortoftherunwaythresholdwhileattemptingtolandinheavyfog.Visibilitywaslessthan200feet.ThepilotsinsistedonlandingattheMDAof2,800ftdespiteinsufficientvisualreferencetotherunwayanditsenvironment.Badweatherconditionsalsocontributedtothecauseoftheaccident."
01-09-2003,8:43,"NearChachapoyas,Peru",TANSAirlines,222,Chiclayo-Chachapoyas,Fokker28Fellowship1000,OB-1396,11100,46,42,4,46,42,4,0,"Theaircraftcrashedinto11,500ft.Coloquemountainatanaltitudeof7,550ft.,about30minutesafterleavingChiclayoandthreeminutesfromlandingatChachapoyas.Controlledflightintoterrain.Crewdidnotfollowstandardprocedures.Lackofcommunicationbetweenthecrew."
02-10-2003,19:42,"Tallinn,Estonia",Enimex,827,Tallinn-Helsinki,AntonovAN-28,ES-NOY,1AJ006-04,3,0,3,2,0,2,0,"Shortlyaftertakeoff,theaircraftstalled,crashedandburstintoflamesinawoodedarea.Enginefailure."
03-06-2003,15:45,"Tamanrasset,Algeria",AirAlgerie,6289,Tamanrasset-Algiers,BoeingB-737-2T4,7T-VEZ,22700/885,103,97,6,102,96,6,0,"Thestarboardenginecaughtfireandfailedwhiletheplanewasattemptingtotakeoff.Theaircraftcontinuedabout2,000ft.pasttheendoftherunwayandcrashed.Theaccidentwascausedbythelossofanengineduringacriticalphaseofflight,thenon-retractionofthelandinggearaftertheenginefailure,andtheCaptain,thepilotnotflying,takingovercontroloftheairplanebeforehavingclearlyidentifiedtheproblem."
5/26/2003,4:45,"NearMacka,Turkey",Ukranian-MediterraneanAirlines,4230,"Kabul,Afghanistan-Trabzon,Turkey-Zaragoza,Spain",Yakovlev42D,UR-42352,2042181195,75,62,13,75,62,13,0,TheplanestruckthesideofasteepmountaininheavyfogonitsthirdattempttolandatTrabzontorefuel.Thepilotreportednotbeingabletoseetherunwayonthefirsttwoattempts.TheaircraftcharterwascarryingSpanishpeacekeepingforcesbacktoZaragoza.Crewerror.
6/22/2003,23:55,"NearBrest,France",BritAir,5672,Nantes-Brest,CanadairCRJ-100ER,F-GRJS,7377,24,21,3,1,0,1,0,"Theaircraftcrashedontoaroadandcaughtfire1kmfromBrest-GuipavasAirportinFrance'sBrittanyregion,killingthepilotandinjuringthreeothers.Therewerethunderstormsintheareawith800metersvisibilityatthetimetheaccidenttookplace."
07-08-2003,4:00,"PortSudan,Sudan",SudanAirways,139,PortSudan-Khartoum,Boeing737-2J8C,ST-AFK,21169/429,117,106,11,117,106,11,0,"Theplane'screwreportedtechnicaldifficulties(enginefailure)10minutesaftertakingofffromPortSudanAirport.Theplanecrashedintoahillside,3milesfromtheairportasthecrewtriedtoreturnandmakeemergencylanding.Athree-year-oldboywastheonlysurvivor."
